date,nav_net,nav_gross
2021-10-06,209747.68635283498,235041.9294106702
2021-10-07,208217.01393101216,233511.25698884737
2021-10-08,207976.5608849007,233270.80394273592
2021-10-11,211401.51555372603,236695.75861156124
2021-10-12,210089.34168765365,235383.58474548886
2021-10-13,212025.9265018663,237320.16955970152
2021-10-14,212889.3313582886,238183.5744161238
2021-10-15,216827.3902678238,242121.633325659
2021-10-18,217255.7146042557,242549.95766209092
2021-10-19,219707.7890471957,245002.0321050309
2021-10-20,221698.10438538218,246992.34744321738
2021-10-21,218106.4233661632,243400.6664239984
2021-10-22,216789.2605630196,242083.5036208548
2021-10-25,219105.10088636875,244399.34394420395
2021-10-26,216542.97949533735,241837.22255317256
2021-10-27,214141.31952194904,239435.56257978425
2021-10-28,216557.83406672647,241852.07712456168
2021-10-29,218490.68992648914,243784.93298432435
2021-11-01,217040.84066471725,242335.08372255246
2021-11-02,219895.2060344361,245189.4490922713
2021-11-03,219787.9843837807,245082.22744161592
2021-11-04,218179.52943534372,243473.77249317893
2021-11-05,217386.10539055688,242680.3484483921
2021-11-08,224841.47611490986,250135.71917274507
2021-11-09,224113.69584187467,249407.93889970987
2021-11-10,221827.1908323658,247121.433890201
2021-11-11,221676.44729064967,246970.69034848487
2021-11-12,221160.7202253755,246454.9632832107
2021-11-15,220541.16585509913,245835.40891293433
2021-11-16,216974.08824061524,242268.33129845044
2021-11-17,216979.2876317402,242273.53068957542
2021-11-18,213011.50333789256,238305.74639572777
2021-11-19,213594.18243868175,238888.42549651695
2021-11-22,210135.6617217913,235429.9047796265
2021-11-23,211039.61048909117,236333.85354692637
2021-11-24,209802.73567409025,235096.97873192545
2021-11-26,205652.88330661552,230947.12636445073
2021-11-29,211273.2237686751,236567.4668265103
2021-11-30,208929.41215376585,234223.65521160106
2021-12-01,208764.03105051818,234058.2741083534
2021-12-02,208922.77132504637,234217.01438288158
2021-12-03,205320.52629176926,230614.76934960447
2021-12-06,202255.8910294844,227550.1340873196
2021-12-07,203065.90072712954,228360.14378496475
2021-12-08,202915.89315494132,228210.13621277653
2021-12-09,199291.93816114505,224586.18121898026
2021-12-10,199366.25835192736,224660.50140976257
2021-12-13,198786.50648574764,224080.74954358285
2021-12-14,198181.31396167976,223475.55701951496
2021-12-15,202068.1620706588,227362.405128494
2021-12-16,200574.0047262738,225868.247784109
2021-12-17,197835.99472277492,223130.23778061013
2021-12-20,198430.1338573891,223724.3769152243
2021-12-21,201647.64063034437,226941.88368817957
2021-12-22,201705.64671781464,226999.88977564985
2021-12-23,204830.07125596423,230124.31431379943
2021-12-27,205391.1310892029,230685.37414703812
2021-12-28,201424.66742510838,226718.91048294358
2021-12-29,200192.72452433896,225486.96758217417
2021-12-30,201136.68806269378,226430.93112052899
2021-12-31,192519.85294894682,226893.34423791998
2022-01-03,190351.54071719525,224725.03200616842
2022-01-04,190745.2683101823,225118.75959915546
2022-01-05,189252.10976828172,223625.60105725488
2022-01-06,187624.465726947,221997.95701592017
2022-01-07,187711.02668739686,222084.51797637
2022-01-10,187762.3961233011,222135.88741227423
2022-01-11,189291.94624675874,223665.43753573188
2022-01-12,189668.48167274622,224041.97296171935
2022-01-13,188333.0269176801,222706.51820665324
2022-01-14,187634.66391500086,222008.155203974
2022-01-18,186475.6487385806,220849.14002755375
2022-01-19,187945.93664964792,222319.42793862105
2022-01-20,186798.12752973314,221171.61881870628
2022-01-21,186425.67810698677,220799.1693959599
2022-01-24,186938.64747372793,221312.13876270107
2022-01-25,187238.79001031947,221612.2812992926
2022-01-26,185716.25256419333,220089.74385316647
2022-01-27,184521.1531806664,218894.64446963955
2022-01-28,184502.9155292439,218876.40681821704
2022-01-31,184502.9155292439,218876.40681821704
2022-02-01,184502.9155292439,218876.40681821704
2022-02-02,184502.9155292439,218876.40681821704
2022-02-03,184502.9155292439,218876.40681821704
2022-02-04,184502.9155292439,218876.40681821704
2022-02-07,184502.9155292439,218876.40681821704
2022-02-08,184502.9155292439,218876.40681821704
2022-02-09,184502.9155292439,218876.40681821704
2022-02-10,184502.9155292439,218876.40681821704
2022-02-11,184502.9155292439,218876.40681821704
2022-02-14,184502.9155292439,218876.40681821704
2022-02-15,184502.9155292439,218876.40681821704
2022-02-16,184502.9155292439,218876.40681821704
2022-02-17,184502.9155292439,218876.40681821704
2022-02-18,184435.20358092303,218808.69486989616
2022-02-22,184627.920369049,219001.41165802215
2022-02-23,185044.58727357574,219418.07856254888
2022-02-24,184445.62263775972,218819.11392673285
2022-02-25,184119.07145668686,218492.56274566
2022-02-28,185074.89747173205,219448.3887607052
2022-03-01,186767.17280280276,221140.6640917759
2022-03-02,185780.0095364117,220153.50082538484
2022-03-03,186338.88375141058,220712.37504038372
2022-03-04,187843.12760460682,222216.61889357996
2022-03-07,189269.03629923787,223642.527588211
2022-03-08,191932.80627102673,226306.29755999986
2022-03-09,188960.87603460456,223334.3673235777
2022-03-10,189263.80811081396,223637.2993997871
2022-03-11,188579.58489043172,222953.07617940486
2022-03-14,187122.34691425422,221495.83820322735
2022-03-15,185341.27207797108,219714.76336694421
2022-03-16,185926.25535589186,220299.746644865
2022-03-17,186385.8896284293,220759.38091740242
2022-03-18,185555.42058856686,219928.91187754
2022-03-21,186270.98106029493,220644.47234926806
2022-03-22,185586.7578399127,219960.24912888583
2022-03-23,186866.41274526413,221239.90403423726
2022-03-24,187555.8641540703,221929.35544304343
2022-03-25,187151.2092671552,221524.70055612834
2022-03-28,185444.26888410526,219817.7601730784
2022-03-29,185485.40082834798,219858.8921173211
2022-03-30,186225.76013448453,220599.25142345767
2022-03-31,186261.7456824993,220635.23697147245
2022-04-01,185670.49065488213,220043.98194385527
2022-04-04,186117.78780020788,220491.27908918101
2022-04-05,185536.81771993043,219910.30900890357
2022-04-06,185752.75454336757,220126.2458323407
2022-04-07,186102.3643017564,220475.85559072954
2022-04-08,186683.34222715002,221056.83351612315
2022-04-11,187146.06287092727,221519.5541599004
2022-04-12,187865.86012750055,222239.35141647368
2022-04-13,188318.2958239381,222691.78711291123
2022-04-14,188004.67161356402,222378.16290253715
2022-04-18,188297.73377437482,222671.22506334796
2022-04-19,186863.2935025724,221236.78479154553
2022-04-20,187320.87559523789,221694.36688421102
2022-04-21,186986.68149018436,221360.1727791575
2022-04-22,186050.35908284076,220423.8503718139
2022-04-25,184370.357476791,218743.84876576412
2022-04-26,184510.36024796052,218883.85153693365
2022-04-27,183815.5366615612,218189.02795053434
2022-04-28,184308.12962738448,218681.6209163576
2022-04-29,184279.3719054519,218652.86319442504
2022-05-02,182570.96013717173,216944.45142614486
2022-05-03,182810.55010901077,217184.0413979839
2022-05-04,183701.21982884372,218074.71111781686
2022-05-05,183352.24629757987,217725.737586553
2022-05-06,183503.2914582911,217876.78274726422
2022-05-09,182180.31705696764,216553.80834594078
2022-05-10,181419.8616972027,215793.35298617583
2022-05-11,182149.06688217592,216522.55817114905
2022-05-12,180768.78989686258,215142.28118583572
2022-05-13,180050.00408603786,214423.495375011
2022-05-16,180888.5848827821,215262.07617175524
2022-05-17,180331.27155447094,214704.76284344407
2022-05-18,180378.1468166585,214751.63810563163
2022-05-19,181675.0847040914,216048.57599306453
2022-05-20,181657.16408312856,216030.6553721017
2022-05-23,181657.16408312856,216030.6553721017
2022-05-24,181657.16408312856,216030.6553721017
2022-05-25,181657.16408312856,216030.6553721017
2022-05-26,181657.16408312856,216030.6553721017
2022-05-27,181657.16408312856,216030.6553721017
2022-05-31,181657.16408312856,216030.6553721017
2022-06-01,181657.16408312856,216030.6553721017
2022-06-02,181657.16408312856,216030.6553721017
2022-06-03,181657.16408312856,216030.6553721017
2022-06-06,181657.16408312856,216030.6553721017
2022-06-07,181657.16408312856,216030.6553721017
2022-06-08,181657.16408312856,216030.6553721017
2022-06-09,181657.16408312856,216030.6553721017
2022-06-10,181657.16408312856,216030.6553721017
2022-06-13,181657.16408312856,216030.6553721017
2022-06-14,181657.16408312856,216030.6553721017
2022-06-15,181657.16408312856,216030.6553721017
2022-06-16,181657.16408312856,216030.6553721017
2022-06-17,181657.16408312856,216030.6553721017
2022-06-21,181657.16408312856,216030.6553721017
2022-06-22,181657.16408312856,216030.6553721017
2022-06-23,181657.16408312856,216030.6553721017
2022-06-24,181657.16408312856,216030.6553721017
2022-06-27,181657.16408312856,216030.6553721017
2022-06-28,181657.16408312856,216030.6553721017
2022-06-29,181657.16408312856,216030.6553721017
2022-06-30,181657.16408312856,216030.6553721017
2022-07-01,181657.16408312856,216030.6553721017
2022-07-05,181657.16408312856,216030.6553721017
2022-07-06,181657.16408312856,216030.6553721017
2022-07-07,181657.16408312856,216030.6553721017
2022-07-08,181657.16408312856,216030.6553721017
2022-07-11,181657.16408312856,216030.6553721017
2022-07-12,181657.16408312856,216030.6553721017
2022-07-13,181657.16408312856,216030.6553721017
2022-07-14,181657.16408312856,216030.6553721017
2022-07-15,181657.16408312856,216030.6553721017
2022-07-18,181657.16408312856,216030.6553721017
2022-07-19,181657.16408312856,216030.6553721017
2022-07-20,181657.16408312856,216030.6553721017
2022-07-21,181657.16408312856,216030.6553721017
2022-07-22,181657.16408312856,216030.6553721017
2022-07-25,181657.16408312856,216030.6553721017
2022-07-26,181657.16408312856,216030.6553721017
2022-07-27,181657.16408312856,216030.6553721017
2022-07-28,181657.16408312856,216030.6553721017
2022-07-29,181657.16408312856,216030.6553721017
2022-08-01,181657.16408312856,216030.6553721017
2022-08-02,181657.16408312856,216030.6553721017
2022-08-03,181657.16408312856,216030.6553721017
2022-08-04,181657.16408312856,216030.6553721017
2022-08-05,181657.16408312856,216030.6553721017
2022-08-08,181657.16408312856,216030.6553721017
2022-08-09,181657.16408312856,216030.6553721017
2022-08-10,181657.16408312856,216030.6553721017
2022-08-11,181657.16408312856,216030.6553721017
2022-08-12,181657.16408312856,216030.6553721017
2022-08-15,181657.16408312856,216030.6553721017
2022-08-16,181657.16408312856,216030.6553721017
2022-08-17,181657.16408312856,216030.6553721017
2022-08-18,181657.16408312856,216030.6553721017
2022-08-19,181657.16408312856,216030.6553721017
2022-08-22,181657.16408312856,216030.6553721017
2022-08-23,181657.16408312856,216030.6553721017
2022-08-24,181657.16408312856,216030.6553721017
2022-08-25,181657.16408312856,216030.6553721017
2022-08-26,181657.16408312856,216030.6553721017
2022-08-29,181657.16408312856,216030.6553721017
2022-08-30,181657.16408312856,216030.6553721017
2022-08-31,181657.16408312856,216030.6553721017
2022-09-01,181657.16408312856,216030.6553721017
2022-09-02,181657.16408312856,216030.6553721017
2022-09-06,181657.16408312856,216030.6553721017
2022-09-07,181657.16408312856,216030.6553721017
2022-09-08,181657.16408312856,216030.6553721017
2022-09-09,181657.16408312856,216030.6553721017
2022-09-12,181657.16408312856,216030.6553721017
2022-09-13,181657.16408312856,216030.6553721017
2022-09-14,181657.16408312856,216030.6553721017
2022-09-15,181657.16408312856,216030.6553721017
2022-09-16,181657.16408312856,216030.6553721017
2022-09-19,181657.16408312856,216030.6553721017
2022-09-20,181657.16408312856,216030.6553721017
2022-09-21,181657.16408312856,216030.6553721017
2022-09-22,181657.16408312856,216030.6553721017
2022-09-23,181657.16408312856,216030.6553721017
2022-09-26,181657.16408312856,216030.6553721017
2022-09-27,181657.16408312856,216030.6553721017
2022-09-28,181657.16408312856,216030.6553721017
2022-09-29,181657.16408312856,216030.6553721017
2022-09-30,181657.16408312856,216030.6553721017
2022-10-03,181657.16408312856,216030.6553721017
2022-10-04,181657.16408312856,216030.6553721017
2022-10-05,181657.16408312856,216030.6553721017
2022-10-06,181657.16408312856,216030.6553721017
2022-10-07,181657.16408312856,216030.6553721017
2022-10-10,181657.16408312856,216030.6553721017
2022-10-11,181657.16408312856,216030.6553721017
2022-10-12,181657.16408312856,216030.6553721017
2022-10-13,181657.16408312856,216030.6553721017
2022-10-14,181657.16408312856,216030.6553721017
2022-10-17,181657.16408312856,216030.6553721017
2022-10-18,181657.16408312856,216030.6553721017
2022-10-19,181657.16408312856,216030.6553721017
2022-10-20,181657.16408312856,216030.6553721017
2022-10-21,181657.16408312856,216030.6553721017
2022-10-24,181657.16408312856,216030.6553721017
2022-10-25,181657.16408312856,216030.6553721017
2022-10-26,181657.16408312856,216030.6553721017
2022-10-27,181657.16408312856,216030.6553721017
2022-10-28,181657.16408312856,216030.6553721017
2022-10-31,181657.16408312856,216030.6553721017
2022-11-01,181657.16408312856,216030.6553721017
2022-11-02,181657.16408312856,216030.6553721017
2022-11-03,181657.16408312856,216030.6553721017
2022-11-04,181657.16408312856,216030.6553721017
2022-11-07,181657.16408312856,216030.6553721017
2022-11-08,181657.16408312856,216030.6553721017
2022-11-09,181657.16408312856,216030.6553721017
2022-11-10,181657.16408312856,216030.6553721017
2022-11-11,181657.16408312856,216030.6553721017
2022-11-14,181657.16408312856,216030.6553721017
2022-11-15,181657.16408312856,216030.6553721017
2022-11-16,181657.16408312856,216030.6553721017
2022-11-17,181657.16408312856,216030.6553721017
2022-11-18,181657.16408312856,216030.6553721017
2022-11-21,181657.16408312856,216030.6553721017
2022-11-22,181657.16408312856,216030.6553721017
2022-11-23,181657.16408312856,216030.6553721017
2022-11-25,181657.16408312856,216030.6553721017
2022-11-28,181657.16408312856,216030.6553721017
2022-11-29,181657.16408312856,216030.6553721017
2022-11-30,181657.16408312856,216030.6553721017
2022-12-01,181657.16408312856,216030.6553721017
2022-12-02,181657.16408312856,216030.6553721017
2022-12-05,181657.16408312856,216030.6553721017
2022-12-06,181657.16408312856,216030.6553721017
2022-12-07,181657.16408312856,216030.6553721017
2022-12-08,181657.16408312856,216030.6553721017
2022-12-09,181657.16408312856,216030.6553721017
2022-12-12,181657.16408312856,216030.6553721017
2022-12-13,181657.16408312856,216030.6553721017
2022-12-14,181657.16408312856,216030.6553721017
2022-12-15,181657.16408312856,216030.6553721017
2022-12-16,181657.16408312856,216030.6553721017
2022-12-19,181657.16408312856,216030.6553721017
2022-12-20,181657.16408312856,216030.6553721017
2022-12-21,181657.16408312856,216030.6553721017
2022-12-22,181657.16408312856,216030.6553721017
2022-12-23,181657.16408312856,216030.6553721017
2022-12-27,181657.16408312856,216030.6553721017
2022-12-28,181657.16408312856,216030.6553721017
2022-12-29,181657.16408312856,216030.6553721017
2022-12-30,182080.14197902556,216453.6332679987
2023-01-03,182840.4368425658,217213.92813153894
2023-01-04,183702.46273887812,218075.95402785126
2023-01-05,182551.3138487679,216924.80513774103
2023-01-06,184259.30370672906,218632.7949957022
2023-01-09,184468.11702720943,218841.60831618257
2023-01-10,184810.7852497889,219184.27653876203
2023-01-11,184746.52934128002,219120.02063025316
2023-01-12,185828.07923780003,220201.57052677317
2023-01-13,186963.16619324675,221336.6574822199
2023-01-17,186336.7262318056,220710.21752077874
2023-01-18,186063.6651726712,220437.15646164434
2023-01-19,187568.19296508818,221941.6842540613
2023-01-20,187246.9379321084,221620.42922108155
2023-01-23,187428.98680805287,221802.478097026
2023-01-24,187777.00628556855,222150.4975745417
2023-01-25,188221.40554092012,222594.89682989326
2023-01-26,187343.31770994427,221716.8089989174
2023-01-27,186910.0091199142,221283.50040888734
2023-01-30,186218.64324979152,220592.13453876466
2023-01-31,187653.54045743338,222027.03174640652
2023-02-01,189414.45164397464,223787.94293294777
2023-02-02,187315.36696415237,221688.8582531255
2023-02-03,184260.56110993607,218634.0523989092
2023-02-06,184255.42857757854,218628.91986655167
2023-02-07,184777.11461094106,219150.6058999142
2023-02-08,184087.02933036012,218460.52061933326
2023-02-09,182798.89645936797,217172.3877483411
2023-02-10,183834.63992102278,218208.13120999592
2023-02-13,184160.70766416617,218534.1989531393
2023-02-14,183481.33533025678,217854.82661922992
2023-02-15,182814.3711992722,217187.86248824533
2023-02-16,182200.05177061533,216573.54305958847
2023-02-17,184612.06776042382,218985.55904939695
2023-02-21,183446.91728774723,217820.40857672037
2023-02-22,182409.11533398,216782.60662295314
2023-02-23,181869.79019667197,216243.2814856451
2023-02-24,179385.23814158852,213758.72943056165
2023-02-27,180302.4875597499,214675.97884872303
2023-02-28,179384.0161662065,213757.50745517964
2023-03-01,180499.49291170755,214872.9842006807
2023-03-02,180530.46230256133,214903.95359153446
2023-03-03,178993.96064683632,213367.45193580945
2023-03-06,178904.81516577254,213278.30645474567
2023-03-07,176919.80054222452,211293.29183119765
2023-03-08,175787.5696510544,210161.06094002753
2023-03-09,172685.5821842401,207059.07347321324
2023-03-10,172769.4624121769,207142.95370115002
2023-03-13,183641.83492728425,218015.32621625738
2023-03-14,185094.82022678136,219468.3115157545
2023-03-15,184559.65991542838,218933.1512044015
2023-03-16,186761.34194980917,221134.8332387823
2023-03-17,192281.53402121225,226655.0253101854
2023-03-20,193524.7771846254,227898.26847359852
2023-03-21,193327.7855024537,227701.27679142685
2023-03-22,191920.32847329864,226293.81976227177
2023-03-23,194383.23811279933,228756.72940177246
2023-03-24,192832.1649530794,227205.65624205253
2023-03-27,191622.9513118532,225996.44260082633
2023-03-28,192050.68644519144,226424.17773416458
2023-03-29,193196.82366114797,227570.3149501211
2023-03-30,193162.9621840114,227536.45347298455
2023-03-31,193944.9680429088,228318.45933188192
2023-04-03,193688.65528365423,228062.14657262736
2023-04-04,194802.46056171795,229175.95185069108
2023-04-05,195107.2603215712,229480.75161054434
2023-04-06,194850.6122687168,229224.10355768993
2023-04-10,196028.98900404936,230402.4802930225
2023-04-11,196925.38189952567,231298.8731884988
2023-04-12,197078.6662686287,231452.15755760184
2023-04-13,197883.02290981004,232256.51419878317
2023-04-14,197012.70683513838,231386.1981241115
2023-04-17,195734.71942404617,230108.2107130193
2023-04-18,196840.09020170762,231213.58149068075
2023-04-19,194904.93652181662,229278.42781078976
2023-04-20,194572.0031255759,228945.49441454903
2023-04-21,193029.62432917955,227403.1156181527
2023-04-24,193646.40364294974,228019.89493192287
2023-04-25,194819.79212563374,229193.28341460688
2023-04-26,194243.24388966608,228616.7351786392
2023-04-27,195721.33954499135,230094.8308339645
2023-04-28,195947.90353149126,230321.3948204644
2023-05-01,194163.68184273972,228537.17313171286
2023-05-02,195560.73340769057,229934.2246966637
2023-05-03,196284.1057659743,230657.59705494743
2023-05-04,196161.49667598345,230534.98796495658
2023-05-05,196549.81134472613,230923.30263369926
2023-05-08,194327.84080695838,228701.33209593152
2023-05-09,194403.04335013896,228776.5346391121
2023-05-10,194697.48223289213,229070.97352186526
2023-05-11,193773.9624910031,228147.45377997623
2023-05-12,193294.8742173359,227668.36550630903
2023-05-15,193739.083643129,228112.57493210214
2023-05-16,192694.26167682608,227067.7529657992
2023-05-17,193021.60737821474,227395.09866718788
2023-05-18,191805.61342336598,226179.10471233912
2023-05-19,192077.6927154283,226451.18400440144
2023-05-22,191826.0595506699,226199.55083964302
2023-05-23,192053.4195540611,226426.91084303425
2023-05-24,190433.25092918277,224806.7422181559
2023-05-25,189990.0414694328,224363.53275840593
2023-05-26,190547.72551085745,224921.21679983058
2023-05-30,191938.54285458138,226312.0341435545
2023-05-31,191323.1683372227,225696.65962619585
2023-06-01,191193.61521220522,225567.10650117835
2023-06-02,191594.13480356213,225967.62609253527
2023-06-05,189782.81591047472,224156.30719944785
2023-06-06,191625.30048580185,225998.791774775
2023-06-07,189932.7502515233,224306.24154049644
2023-06-08,190814.41315739194,225187.90444636508
2023-06-09,190636.33390785436,225009.8251968275
2023-06-12,190015.4515711061,224388.94286007923
2023-06-13,189898.1414086701,224271.63269764325
2023-06-14,188849.63748365708,223223.1287726302
2023-06-15,190205.37649781213,224578.86778678527
2023-06-16,191118.09885344803,225491.59014242116
2023-06-20,193170.07162998462,227543.56291895776
2023-06-21,195401.6236795569,229775.11496853005
2023-06-22,194927.21646029173,229300.70774926487
2023-06-23,196371.34001839213,230744.83130736527
2023-06-26,195390.03932713566,229763.5306161088
2023-06-27,197101.99755625392,231475.48884522705
2023-06-28,194981.17092883404,229354.66221780717
2023-06-29,196567.14593327206,230940.6372222452
2023-06-30,197224.07696118412,231597.56825015726
2023-07-03,198701.2128907664,233074.70417973952
2023-07-05,197120.94588600862,231494.43717498175
2023-07-06,195373.14931671947,229746.6406056926
2023-07-07,195888.73439731586,230262.225686289
2023-07-10,196344.12718891687,230717.61847789
2023-07-11,197302.81283984042,231676.30412881356
2023-07-12,196910.73711984282,231284.22840881595
2023-07-13,199469.91327281375,233843.40456178688
2023-07-14,196701.59041708204,231075.08170605518
2023-07-17,196309.86992624126,230683.3612152144
2023-07-18,195813.65536217912,230187.14665115226
2023-07-19,196275.4450365224,230648.93632549554
2023-07-20,196422.53155089432,230796.02283986745
2023-07-21,196742.76700329204,231116.25829226518
2023-07-24,194956.2681689867,229329.75945795982
2023-07-25,195550.5193102678,229924.01059924092
2023-07-26,195959.49281749112,230332.98410646425
2023-07-27,194108.11330802742,228481.60459700055
2023-07-28,194472.08050628577,228845.5717952589
2023-07-31,194160.08995461106,228533.5812435842
2023-08-01,195212.86259696566,229586.3538859388
2023-08-02,193544.1229419696,227917.61423094274
2023-08-03,193316.17686659747,227689.6681555706
2023-08-04,192501.78198052314,226875.27326949628
2023-08-07,193510.52090148555,227884.01219045868
2023-08-08,194935.3646731247,229308.85596209785
2023-08-09,194485.60954647086,228859.100835444
2023-08-10,194074.91845542737,228448.4097444005
2023-08-11,194217.67516283868,228591.16645181182
2023-08-14,194333.66443832932,228707.15572730245
2023-08-15,192984.50916767961,227358.00045665275
2023-08-16,191450.84287501924,225824.33416399237
2023-08-17,185286.1028938684,219659.59418284154
2023-08-18,183564.22367878104,217937.71496775417
2023-08-21,183797.3385311726,218170.82982014574
2023-08-22,183349.03936833268,217722.53065730582
2023-08-23,185069.96747212906,219443.4587611022
2023-08-24,183684.75114555628,218058.2424345294
2023-08-25,184184.67877758856,218558.1700665617
2023-08-28,184542.92657262157,218916.4178615947
2023-08-29,185271.76871004212,219645.25999901525
2023-08-30,185395.30015750462,219768.79144647776
2023-08-31,184864.10645105503,219237.59774002817
2023-09-01,185049.40833467146,219422.8996236446
2023-09-05,184394.68318075934,218768.17446973248
2023-09-06,184085.8498496804,218459.34113865354
2023-09-07,184407.0391529592,218780.53044193232
2023-09-08,184678.81399228392,219052.30528125705
2023-09-11,185024.70581511708,219398.1971040902
2023-09-12,184641.74607568438,219015.2373646575
2023-09-13,184839.40393150065,219212.8952204738
2023-09-14,185531.18757716697,219904.6788661401
2023-09-15,184814.69198710096,219188.1832760741
2023-09-18,184938.23285940877,219311.7241483819
2023-09-19,185024.70581511708,219398.1971040902
2023-09-20,185074.12027907115,219447.6115680443
2023-09-21,183937.6064578182,218311.09774679135
2023-09-22,183891.8435370809,218265.33482605402
2023-09-25,183891.8435370809,218265.33482605402
2023-09-26,183891.8435370809,218265.33482605402
2023-09-27,183891.8435370809,218265.33482605402
2023-09-28,183891.8435370809,218265.33482605402
2023-09-29,183891.8435370809,218265.33482605402
2023-10-02,183891.8435370809,218265.33482605402
2023-10-03,183891.8435370809,218265.33482605402
2023-10-04,183891.8435370809,218265.33482605402
2023-10-05,183891.8435370809,218265.33482605402
2023-10-06,183891.8435370809,218265.33482605402
2023-10-09,183891.8435370809,218265.33482605402
2023-10-10,183891.8435370809,218265.33482605402
2023-10-11,183891.8435370809,218265.33482605402
2023-10-12,183891.8435370809,218265.33482605402
2023-10-13,183891.8435370809,218265.33482605402
2023-10-16,183891.8435370809,218265.33482605402
2023-10-17,183891.8435370809,218265.33482605402
2023-10-18,183891.8435370809,218265.33482605402
2023-10-19,183891.8435370809,218265.33482605402
2023-10-20,183891.8435370809,218265.33482605402
2023-10-23,183891.8435370809,218265.33482605402
2023-10-24,183891.8435370809,218265.33482605402
2023-10-25,183891.8435370809,218265.33482605402
2023-10-26,183891.8435370809,218265.33482605402
2023-10-27,184209.76244345336,218583.2537324265
2023-10-30,185102.02677057055,219475.51805954368
2023-10-31,185060.73837995392,219434.22966892706
2023-11-01,186536.7196819815,220910.21097095465
2023-11-02,185674.25218939554,220047.74347836868
2023-11-03,185417.2439236966,219790.73521266974
2023-11-06,185502.33818240045,219875.82947137358
2023-11-07,186084.45082847928,220457.94211745242
2023-11-08,185811.1434105489,220184.63469952202
2023-11-09,188376.64153399022,222750.13282296335
2023-11-10,188777.4418220484,223150.93311102153
2023-11-13,187503.2443238069,221876.73561278003
2023-11-14,186159.35118774435,220532.8424767175
2023-11-15,190812.49961610706,225185.9909050802
2023-11-16,188072.10657768056,222445.5978666537
2023-11-17,188919.0516134314,223292.54290240453
2023-11-20,190651.58505459042,225025.07634356356
2023-11-21,187950.62131364236,222324.1126026155
2023-11-22,191039.60644537798,225413.09773435112
2023-11-24,191812.0729414257,226185.56423039883
2023-11-27,191341.54803012652,225715.03931909965
2023-11-28,192894.62228051093,227268.11356948406
2023-11-29,192961.01129793876,227334.5025869119
2023-11-30,193066.8957914832,227440.38708045633
2023-12-01,195819.30366263352,230192.79495160666
2023-12-04,199360.48234505262,233733.97363402575
2023-12-05,202033.90753188616,236407.3988208593
2023-12-06,201693.4924137803,236066.98370275344
2023-12-07,201166.19193592086,235539.683224894
2023-12-08,201489.26510646602,235862.75639543915
2023-12-11,197533.24457084245,231906.73585981558
2023-12-12,198023.21786893744,232396.70915791058
2023-12-13,201936.46742027154,236309.95870924467
2023-12-14,201863.68200689057,236237.1732958637
2023-12-15,199388.2405017932,233761.73179076632
2023-12-18,200967.23893134933,235340.73022032247
2023-12-19,200966.11879324508,235339.61008221822
2023-12-20,201507.6973830461,235881.18867201923
2023-12-21,202638.58533705107,237012.0766260242
2023-12-22,203060.9390210146,237434.43030998774
2023-12-26,201975.24207236135,236348.73336133448
2023-12-27,203643.16272219928,238016.65401117242
2023-12-28,202381.85442394734,236755.34571292048
2023-12-29,199653.78770856978,235942.32897264295
2024-01-02,202892.59412027537,239181.13538434854
2024-01-03,200013.97667118072,236302.51793525388
2024-01-04,201231.72837639277,237520.26964046594
2024-01-05,200900.86652817944,237189.4077922526
2024-01-08,204181.22548195286,240469.76674602603
2024-01-09,203158.50779056337,239447.04905463653
2024-01-10,203639.3609246053,239927.90218867848
2024-01-11,203657.41909450258,239945.96035857574
2024-01-12,200385.04303124084,236673.584295314
2024-01-16,199725.36184232897,236013.90310640214
2024-01-17,198447.18782076353,234735.7290848367
2024-01-18,197265.7512012199,233554.29246529305
2024-01-19,198145.74652439667,234434.28778846984
2024-01-22,195760.05939352463,232048.6006575978
2024-01-23,196431.4261631736,232719.96742724677
2024-01-24,195939.3546683581,232227.89593243127
2024-01-25,196433.95638753744,232722.4976516106
2024-01-26,198466.13883211053,234754.6800961837
2024-01-29,200975.7464254447,237264.28768951786
2024-01-30,200883.01242950928,237171.55369358245
2024-01-31,200358.98830506954,236647.5295691427
2024-02-01,202320.04802247416,238608.58928654733
2024-02-02,201100.70048520673,237389.2417492799
2024-02-05,199433.6331402064,235722.17440427956
2024-02-06,200552.31396180662,236840.8552258798
2024-02-07,202110.34237859418,238398.88364266735
2024-02-08,202982.78592285898,239271.32718693215
2024-02-09,204689.01436797786,240977.55563205102
2024-02-12,207594.9325367857,243883.47380085886
2024-02-13,205777.98925190495,242066.5305159781
2024-02-14,208418.8164323063,244707.35769637948
2024-02-15,209343.3147633129,245631.85602738606
2024-02-16,209358.8733373396,245647.41460141278
2024-02-20,209838.95295147976,246127.49421555293
2024-02-21,209392.5091207293,245681.05038480245
2024-02-22,209392.3951611496,245680.93642522275
2024-02-23,209424.76467534975,245713.30593942292
2024-02-26,212896.52657382496,249185.06783789812
2024-02-27,215386.78245975613,251675.3237238293
2024-02-28,221298.27013611599,257586.81140018915
2024-02-29,220255.3408766715,256543.88214074465
2024-03-01,222774.85194744184,259063.393211515
2024-03-04,228779.81041031654,265068.35167438973
2024-03-05,225105.14880626634,261393.69007033954
2024-03-06,228080.4260460649,264368.9673101381
2024-03-07,229396.97250719048,265685.5137712637
2024-03-08,230928.2574732722,267216.79873734544
