ticker,entry_date,exit_date,entry_price,exit_price,profit_pct,weight,reason,is_crypto,asset_class,era,trade_id
SPY,2000-07-07,2000-08-04,821.54,812.01,-1.16,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),802
SPY,2000-04-07,2000-06-02,838.12,818.23,-2.37,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),803
GLD,2000-03-03,2000-04-07,68.69,66.7,-2.89,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),804
SPY,1999-11-05,2000-02-04,756.78,787.17,4.02,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),805
GLD,1999-11-05,2000-02-04,68.79,69.92,1.64,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),806
SPY,1999-09-03,1999-10-01,746.66,707.46,-5.25,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),807
SPY,1998-11-06,1999-08-06,621.24,715.94,15.24,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),808
IEF,1999-02-05,1999-03-05,312.14,303.34,-2.82,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),809
IEF,1997-06-06,1999-01-01,265.78,318.0,19.65,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),810
GLD,1998-10-02,1998-11-06,71.62,69.83,-2.49,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),811
SPY,1997-12-05,1998-08-07,559.78,591.94,5.74,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),812
GLD,1998-05-01,1998-06-05,73.07,69.21,-5.28,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),813
SPY,1997-12-05,1998-05-29,531.33,589.55,10.96,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),814
IEF,1997-06-06,1998-05-29,250.51,291.16,16.23,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),815
SPY,1997-06-06,1997-11-07,460.37,499.1,8.41,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),816
SPY,1996-10-04,1997-05-02,371.67,434.06,16.79,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),817
IEF,1996-11-01,1997-03-07,244.21,244.25,0.02,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),818
SPY,1995-02-03,1996-08-02,285.77,349.89,22.44,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),819
GLD,1996-01-05,1996-05-03,94.3,93.81,-0.52,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),820
IEF,1995-01-06,1996-03-01,202.7,239.83,18.31,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),821
SPY,1995-02-03,1996-01-26,259.52,323.98,24.84,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),822
IEF,1995-01-06,1996-01-26,202.7,247.37,22.03,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),823
GLD,1995-04-07,1995-08-04,93.6,91.43,-2.31,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),824
SPY,1995-02-03,1995-04-28,244.42,263.97,8.0,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),825
IEF,1995-01-06,1995-04-28,191.96,207.0,7.84,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),826
GLD,1994-10-07,1994-12-02,93.33,90.24,-3.32,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),827
SPY,1994-09-02,1994-12-02,237.33,230.02,-3.08,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),828
GLD,1994-06-03,1994-09-02,91.18,92.07,0.98,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),829
GLD,1994-04-01,1994-05-06,92.67,88.9,-4.06,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),830
SPY,1993-06-04,1994-04-01,224.18,222.3,-0.84,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),831
IEF,1994-02-04,1994-03-04,207.24,199.02,-3.97,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),832
GLD,1993-12-03,1994-03-04,89.7,89.51,-0.21,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),833
GLD,1993-12-03,1994-02-25,89.7,90.23,0.58,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),834
SPY,1993-06-04,1994-02-25,221.77,232.02,4.62,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),835
IEF,1993-02-05,1993-12-03,190.97,206.43,8.1,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),836
GLD,1993-05-07,1993-09-03,85.12,86.38,1.48,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),837
GLD,1993-05-07,1993-06-25,85.12,89.55,5.2,0.1667,Ribilanciamento mensile (trim parziale),False,Oro,1987-2011 (Macro Allocazione),838
IEF,1993-02-05,1993-06-25,182.56,195.95,7.33,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),839
SPY,1992-08-07,1993-05-07,203.73,215.41,5.73,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),840
IEF,1992-06-05,1992-12-04,167.11,172.83,3.42,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),841
GLD,1992-10-02,1992-11-06,82.86,80.26,-3.13,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),842
SPY,1992-08-07,1992-10-30,201.13,202.65,0.75,0.1667,Ribilanciamento mensile (trim parziale),False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),843
IEF,1992-06-05,1992-10-30,165.43,170.46,3.04,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),844
GLD,1992-08-07,1992-09-04,83.31,81.44,-2.24,0.3333,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),845
IEF,1992-06-05,1992-08-28,161.63,170.19,5.3,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),846
SPY,1992-01-03,1992-07-03,198.43,197.61,-0.41,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),847
IEF,1990-11-02,1992-04-03,131.52,159.07,20.95,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),848
GLD,1991-12-06,1992-01-03,87.56,84.05,-4.01,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),849
SPY,1991-08-02,1991-12-06,180.79,179.11,-0.93,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),850
SPY,1991-02-01,1991-07-05,157.8,174.46,10.55,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),851
GLD,1990-09-07,1990-11-02,91.57,89.88,-1.85,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),852
IEF,1990-07-06,1990-09-07,129.46,126.85,-2.01,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),853
SPY,1990-06-01,1990-09-07,163.49,146.86,-10.18,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),854
SPY,1990-04-06,1990-05-04,152.27,151.8,-0.31,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),855
GLD,1989-12-01,1990-04-06,98.69,89.93,-8.88,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),856
SPY,1989-12-01,1990-02-02,155.2,147.15,-5.19,0.3333,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),857
IEF,1989-04-07,1990-02-02,112.73,126.29,12.03,0.3333,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),858
IEF,1989-04-07,1989-12-29,112.73,131.49,16.65,0.1667,Ribilanciamento mensile (trim parziale),False,Obbligazioni,1987-2011 (Macro Allocazione),859
SPY,1989-01-06,1989-11-03,120.73,148.99,23.41,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),860
IEF,1988-10-07,1989-03-03,110.94,111.88,0.85,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),861
SPY,1988-10-07,1988-12-02,118.59,116.57,-1.7,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),862
SPY,1988-07-01,1988-09-02,114.77,112.47,-2.0,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),863
IEF,1988-07-01,1988-09-02,107.25,107.67,0.4,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),864
IEF,1988-01-01,1988-05-06,101.97,103.54,1.54,0.5,Disattivazione regime macro,False,Obbligazioni,1987-2011 (Macro Allocazione),865
GLD,1987-10-02,1988-02-05,108.18,105.17,-2.78,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),866
SPY,1987-06-26,1987-11-06,126.04,103.64,-17.77,0.5,Disattivazione regime macro,False,Azioni (Indice S&P 500),1987-2011 (Macro Allocazione),867
GLD,1987-06-26,1987-09-04,105.74,110.4,4.41,0.5,Disattivazione regime macro,False,Oro,1987-2011 (Macro Allocazione),868
